date,action,price,shares,cash,position_value,total_value,prediction,probability_up
2017-09-28,买入,85040.0,0.11759172154280338,0.0,9820.084666039511,9820.084666039511,涨,0.5213654041290283
2017-09-29,持有,84800.0,0.11759172154280338,0.0,9971.777986829728,9971.777986829728,涨,0.5047418475151062
2017-10-09,持有,84210.0,0.11759172154280338,0.0,9902.398871119472,9902.398871119472,涨,0.5007005929946899
2017-10-10,卖出,87310.0,0.0,10266.933207902162,0.0,10266.933207902162,跌,0.4987865090370178
2017-10-11,买入,87650.0,0.11713557567486779,0.0,10304.41659211812,10304.41659211812,涨,0.5081440806388855
2017-10-12,持有,90420.0,0.11713557567486779,0.0,10591.398752521545,10591.398752521545,涨,0.533576250076294
2017-10-13,持有,92290.0,0.11713557567486779,0.0,10810.442279033548,10810.442279033548,涨,0.5508659482002258
2017-10-16,持有,93430.0,0.11713557567486779,0.0,10943.976835302898,10943.976835302898,涨,0.535021960735321
2017-10-17,持有,93400.0,0.11713557567486779,0.0,10940.462768032652,10940.462768032652,涨,0.5479135513305664
2017-10-18,持有,94710.0,0.11713557567486779,0.0,11093.910372166729,11093.910372166729,涨,0.5077935457229614
2017-10-19,持有,94290.0,0.11713557567486779,0.0,11044.713430383285,11044.713430383285,涨,0.5434459447860718
2017-10-20,卖出,94100.0,0.0,11022.457671005059,0.0,11022.457671005059,跌,0.3200699985027313
2017-10-23,空仓,94800.0,0.0,11022.457671005059,0.0,11022.457671005059,跌,0.3189910352230072
2017-10-24,空仓,96390.0,0.0,11022.457671005059,0.0,11022.457671005059,跌,0.2000461220741272
2017-10-25,空仓,95490.0,0.0,11022.457671005059,0.0,11022.457671005059,跌,0.23919624090194702
2017-10-26,空仓,95600.0,0.0,11022.457671005059,0.0,11022.457671005059,跌,0.3473694622516632
2017-10-27,买入,95680.0,0.11520127164511976,0.0,10660.725678039382,10660.725678039382,涨,0.7258857488632202
2017-10-30,持有,92630.0,0.11520127164511976,0.0,10671.093792487443,10671.093792487443,涨,0.8400104641914368
2017-10-31,持有,95210.0,0.11520127164511976,0.0,10968.313073331852,10968.313073331852,涨,0.7581101059913635
2017-11-01,持有,99340.0,0.11520127164511976,0.0,11444.094325226197,11444.094325226197,涨,0.6235184073448181
2017-11-02,卖出,101100.0,0.0,11646.848563321608,0.0,11646.848563321608,跌,0.46924901008605957
2017-11-03,空仓,101320.0,0.0,11646.848563321608,0.0,11646.848563321608,跌,0.3440869152545929
2017-11-06,空仓,103230.0,0.0,11646.848563321608,0.0,11646.848563321608,跌,0.216897651553154
2017-11-07,空仓,102930.0,0.0,11646.848563321608,0.0,11646.848563321608,跌,0.2039240151643753
2017-11-08,空仓,101130.0,0.0,11646.848563321608,0.0,11646.848563321608,跌,0.42067188024520874
2017-11-09,买入,100990.0,0.11532675080029317,0.0,11430.034271817056,11430.034271817056,涨,0.7538378238677979
